SAMPN,PERNO,SNAME_lookup,SZIP_lookup,SCITY_lookup,SNAME_similarity_resulst,ZipCode,CityName,similarity
2535176,3,saint frances cabrinini,95124,san jose,st. frances cabrini elementary school,95124,san jose,0.7415730337078652
2535176,4,saint frances cabrinini,95124,san jose,st. frances cabrini elementary school,95124,san jose,0.7415730337078652
2535362,3,homestead high,95014,cupertino,homestead high,95014,cupertino,0.9830508474576272
2535362,4,sunnyvale middle,94087,sunnyvale,sunnyvale middle,94087,sunnyvale,0.9841269841269841
2536089,3,concord high,94519,concord,concord high,94521,concord,0.9411764705882353
2536089,4,monte gardens elementary,94519,concord,monte gardens elementary,94519,concord,0.9866666666666667
2536174,3,alamo elementary,94121,san francisco,alamo elementary,94121,san francisco,0.9859154929577465
2536174,4,alamo elementary,94121,san francisco,alamo elementary,94121,san francisco,0.9859154929577465
2536965,3,north hills christian church,94591,vallejo,north hills christian school,94591,vallejo,0.891566265060241
2537754,3,yick wo elementary,94133,san francisco,yick wo elementary,94133,san francisco,0.9866666666666667
2538237,2,fairfield high,94533,fairfield,fairfield high,94533,fairfield,0.9830508474576272
2538237,3,grange middle,94533,fairfield,grange middle,94533,fairfield,0.9824561403508771
2538510,3,james monroe elementary,95403,santa rosa,james monroe elementary,95403,santa rosa,0.9873417721518988
2538510,4,james monroe elementary,95403,santa rosa,james monroe elementary,95403,santa rosa,0.9873417721518988
2538510,5,james monroe elementary,95403,santa rosa,james monroe elementary,95403,santa rosa,0.9873417721518988
2538734,3,napa high,94558,napa,napa high,94558,napa,0.9743589743589743
2538928,4,mount madonna,95076,watsonville,monte vista high,94526,danville,0.5573770491803278
2540546,3,riverside high,94565,pittsburg,hillview junior high,94565,pittsburg,0.7384615384615385
2541852,3,balboa high,94112,san francisco,balboa high,94112,san francisco,0.9836065573770492
2541893,5,orinda intermediate,94563,orinda,orinda intermediate,94563,orinda,0.9841269841269841
2541893,6,orinda intermediate,94563,orinda,orinda intermediate,94563,orinda,0.9841269841269841
2543171,3,challenger elementary,94087,sunnyvale,west valley elementary,94087,sunnyvale,0.8108108108108109
2543191,3,elementary,95688,vacaville,alamo elementary,95688,vacaville,0.8771929824561403
2543317,3,westmont high,95008,campbell,westmont high,95008,campbell,0.9818181818181818
2543317,4,westmont high,95008,campbell,westmont high,95008,campbell,0.9818181818181818
2543351,3,santa teresa high,95123,san jose,santa teresa high,95123,san jose,0.9841269841269841
2543351,4,sakamoto elementary,95123,san jose,sakamoto elementary,95123,san jose,0.9850746268656716
2544183,5,berban christian high,94598,walnut creek,berean christian high school,94598,walnut creek,0.8837209302325582
2544245,3,novato high,94947,novato,novato high,94947,novato,0.9787234042553191
2546803,3,san carlos charter learning center,94070,san carlos,san carlos charter learning center,94070,san carlos,0.9900990099009901
2546803,4,st charles,94070,san carlos,st. charles elementary,94070,san carlos,0.8
2547198,3,woodside high,94062,woodside,woodside high,94062,woodside,0.9818181818181818
2547341,3,phillip burton academic,94134,san francisco,hillwood academic day,94115,san francisco,0.7469879518072289
2547341,4,kipp bayview academy,94124,san francisco,kipp bayview academy,94124,san francisco,0.9873417721518988
2547399,3,aragon high,94402,san mateo,aragon high,94402,san mateo,0.9811320754716981
2547399,4,borel middle,94402,san mateo,borel middle,94402,san mateo,0.9818181818181818
2548702,3,sequoia high,94062,redwood city,sequoia high,94062,redwood city,0.9836065573770492
2548702,4,kennedy middle,94061,redwood city,john f. kennedy middle,93239,redwood city,0.7671232876712328
2548702,5,kennedy middle,94061,redwood city,john f. kennedy middle,93239,redwood city,0.7671232876712328
2549596,3,maria carrillo high,95409,santa rosa,maria carrillo high,95409,santa rosa,0.9859154929577465
2549596,4,rincon valley middle,95409,santa rosa,rincon valley middle,95409,santa rosa,0.9863013698630136
2549665,4,westborough middle,94080,south san francisco,westborough middle,94080,south san francisco,0.9885057471264368
2549665,5,monteverde elementary,94080,south san francisco,ponderosa elementary,94080,south san francisco,0.8695652173913043
2549665,6,monteverde elementary,94080,south san francisco,ponderosa elementary,94080,south san francisco,0.8695652173913043
2549880,3,sonoma valley high,95476,sonoma,sonoma valley high,95476,sonoma,0.9836065573770492
2549880,4,del harrison middle,95476,sonoma,adele harrison middle,95476,sonoma,0.9538461538461539
2550653,4,liberty high,94513,brentwood,liberty high,94513,brentwood,0.9818181818181818
2551016,4,oak grove high,95123,san jose,oak grove high,95123,san jose,0.9824561403508771
2551016,5,oak grove high,95123,san jose,oak grove high,95123,san jose,0.9824561403508771
2551016,6,frost elementary,95123,san jose,oster elementary,95124,san jose,0.8852459016393442
2551983,3,the bay of san francisco,94129,san francisco,the bay school of san francisco,94129,san francisco,0.9148936170212766
2552191,4,terra linda high,94903,san rafael,terra linda high,94903,san rafael,0.9846153846153847
2552298,3,st francis high,94040,mountain view,st. francis high school,94040,mountain view,0.8831168831168831
2552832,3,de la salle high,94518,concord,de la salle high school of concord,94518,concord,0.7792207792207793
2554038,2,valley christian high,95111,san jose,valley christian high school,95111,san jose,0.8974358974358975
2554646,3,tuc elementary,94508,angwin,howell mountain elementary,94508,angwin,0.7384615384615385
2554659,3,drake high,94960,san anselmo,sir francis drake high,94960,san anselmo,0.8059701492537313
2554659,4,drake high,94960,san anselmo,sir francis drake high,94960,san anselmo,0.8059701492537313
2555160,3,rio vista high,94571,rio vista,monte vista high,94526,danville,0.6
2555980,3,starting gate,94590,vellejo,starting gate school,94590,vallejo,0.8333333333333334
2556080,3,daniel webster elementary,94107,san francisco,webster (daniel) elementary,94107,san francisco,0.8131868131868132
2556175,4,monte vista high,94526,danville,monte vista high,94526,danville,0.9836065573770492
2556463,3,san ramon valley high,94526,danville,san ramon valley high,94526,danville,0.9859154929577465
2556463,4,charlotte middle,94526,danville,charlotte wood middle,94526,danville,0.9090909090909091
2556593,3,piner high,95403,santa rosa,piner high,95403,santa rosa,0.9811320754716981
2556593,4,piner olivet charter,95403,santa rosa,piner-olivet charter,95403,santa rosa,0.958904109589041
2557353,3,mary e silveira elementary,94903,san rafael,mary e. silveira elementary,94903,san rafael,0.9767441860465116
2557353,4,mary e silveira elementary,94903,san rafael,mary e. silveira elementary,94903,san rafael,0.9767441860465116
2558011,3,henry m. gunn high,94304,palo alto,henry m. gunn high,94306,palo alto,0.9552238805970149
2558011,4,henry m. gunn high,94304,palo alto,henry m. gunn high,94306,palo alto,0.9552238805970149
2558605,4,santa clara high,95051,santa clara,santa clara high,95051,santa clara,0.9850746268656716
2558972,3,sammietto,94533,fairfield,armijo high,94533,fairfield,0.7450980392156863
2558972,4,sammkietto,94533,fairfield,armijo high,94533,fairfield,0.7307692307692307
2559142,3,grange middle,94533,fairfield,grange middle,94533,fairfield,0.9824561403508771
2559142,4,b gale wilson elementary,94534,fairfield,b. gale wilson elementary,94534,fairfield,0.975
2559682,3,rincon valley middle,95409,santa rosa,rincon valley middle,95409,santa rosa,0.9863013698630136
2560804,3,graham middle,94040,mountain view,isaac newton graham middle,94040,mountain view,0.8205128205128205
2560804,4,bubb elementary,94040,mountain view,benjamin bubb elementary,94040,mountain view,0.8717948717948718
2561615,4,albany high,94706,albany,albany high,94706,albany,0.9787234042553191
2561615,5,albany middle,94530,albany,albany middle,94706,albany,0.9019607843137255
2562540,3,cupertino high: attendance office,95014,cupertino,cupertino high,95014,cupertino,0.7435897435897436
2562540,4,hyde middle,95014,cupertino,warren e. hyde middle,95014,cupertino,0.8253968253968254
2563415,3,los altos high,94022,los altos,los altos high,94022,los altos,0.9830508474576272
2563415,4,crittenden middle,94043,mountain view,crittenden middle,94043,mountain view,0.9863013698630136
2564112,3,willow glen high,95125,san jose,willow glen high,95125,san jose,0.9836065573770492
2564520,2,benicia high,94510,benicia,benicia high,94510,benicia,0.9803921568627451
2564520,3,benicia high,94510,benicia,benicia high,94510,benicia,0.9803921568627451
2565725,3,river montessori,94954,petaluma,river montessori elementary charter,94954,petaluma,0.75
2565725,4,wilson elementary,94952,petaluma,wilson elementary,94952,petaluma,0.9841269841269841
2566020,3,the nueva,94010,hillsborough,the nueva school,94010,hillsborough,0.8709677419354839
2566671,3,brook haven middle,95472,sebastopol,brook haven elementary,95472,sebastopol,0.821917808219178
2566671,4,park side elementary,95472,sebastopol,park side elementary,95472,sebastopol,0.9863013698630136
2567004,3,walsh elementary,95037,morgan hill,barrett elementary,95037,morgan hill,0.8405797101449275
2567004,4,walsh elementary,95037,morgan hill,barrett elementary,95037,morgan hill,0.8405797101449275
2567258,3,fairfield middle,94533,fairfield,fairfield high,94533,fairfield,0.8524590163934426
2567258,4,tolenas elementary,94533,fairfield,tolenas elementary,94533,fairfield,0.9850746268656716
2567258,5,tolenas elementary,94533,fairfield,tolenas elementary,94533,fairfield,0.9850746268656716
2568069,3,san francisco friends,94103,san francisco,san francisco friends school,94103,san francisco,0.9090909090909091
2568069,4,san francisco friends,94103,san francisco,san francisco friends school,94103,san francisco,0.9090909090909091
2568570,3,oak grove high,95123,san jose,oak grove high,95123,san jose,0.9824561403508771
2568761,3,freedom high,94561,oakley,freedom high,94561,oakley,0.9795918367346939
2568865,2,contra costa christian,94597,walnut creek,contra costa christian schools,94597,walnut creek,0.898876404494382
2568865,3,contra costa christian,94597,walnut creek,contra costa christian schools,94597,walnut creek,0.898876404494382
2569073,3,apple blossom,95472,sebastopol,apple blossom,95472,sebastopol,0.9830508474576272
2569073,4,apple blossom,95472,sebastopol,apple blossom,95472,sebastopol,0.9830508474576272
2569073,5,apple blossom,95472,sebastopol,apple blossom,95472,sebastopol,0.9830508474576272
2569183,3,junipero serra high,94403,san mateo,junipero serra high school,94403,san mateo,0.8947368421052632
2569582,3,dixie elementary,94903,lucas valley-marinwood,dixie elementary,94903,san rafael,0.6753246753246753
2569582,4,dixie elementary,94903,lucas valley-marinwood,dixie elementary,94903,san rafael,0.6753246753246753
2569582,5,dixie elementary,94903,lucas valley-marinwood,dixie elementary,94903,san rafael,0.6753246753246753
2571642,2,kennedy high,94804,richmond,john f. kennedy high,94804,richmond,0.8524590163934426
2571642,3,wilson elementary,94805,richmond,sheldon elementary,94803,richmond,0.84375
2571929,2,white hill middle,94930,fairfax,white hill middle,94930,fairfax,0.9836065573770492
2571929,3,hidden valley elementary,94960,san anselmo,hidden valley elementary,94960,san anselmo,0.9879518072289156
2575823,4,pioneer high,95118,san jose,pioneer high,95118,san jose,0.9811320754716981
2576001,4,el dorado middle,94521,concord,el dorado middle,94521,concord,0.9830508474576272
2576198,3,san rafael high,94901,san rafael,san rafael high,94901,san rafael,0.9841269841269841
2576198,4,glenwood elementary,94901,san rafael,glenwood elementary,94901,san rafael,0.9859154929577465
2576202,3,palo alto hs,94306,palo alto,palo alto high,94301,palo alto,0.8771929824561403
2576202,4,jordan middle,94303,palo alto,ravenswood middle,94303,east palo alto,0.7575757575757576
2576238,6,north creek christian,94598,walnut creek,walnut creek christian academy,94597,walnut creek,0.7954545454545454
2576238,8,brean christian,94598,walnut creek,berean christian high school,94598,walnut creek,0.825
2576343,4,las lomas high,94596,walnut creek,las lomas high,94596,walnut creek,0.9846153846153847
2576343,5,wci,94597,walnut creek,tice creek,94595,walnut creek,0.72
2577021,2,buena vista horace mann k-8 community,94110,san francisco,buena vista/ horace mann k-8,94110,san francisco,0.8846153846153846
2577665,3,petaluma high,94952,petaluma,petaluma high,94952,petaluma,0.9818181818181818
2577665,4,petaluma junior high,94952,petaluma,petaluma junior high,94952,petaluma,0.9855072463768116
2578908,3,meyerholz elementary,95129,san jose,r. i. meyerholz elementary,95129,san jose,0.9066666666666666
2578908,4,meyerholz elementary,95129,san jose,r. i. meyerholz elementary,95129,san jose,0.9066666666666666
2578972,4,homestead high,95014,cupertino,homestead high,95014,cupertino,0.9830508474576272
2579676,3,menlo atherton high,94027,atherton,menlo-atherton high,94025,atherton,0.9253731343283582
2579676,4,la entrada middle,94025,menlo park,la entrada middle,94025,menlo park,0.9850746268656716
2579676,5,las lomitas,94027,menlo park,las lomitas elementary,94027,atherton,0.71875
2580282,3,portola middle,94530,el cerrito,fred t. korematsu middle,94530,el cerrito,0.7323943661971831
2580282,4,madera elementary,94530,el cerrito,madera elementary,94530,el cerrito,0.9850746268656716
2580344,3,east valley christian,95148,san jose,east valley christian school,95148,san jose,0.8974358974358975
2580858,4,hogan middle,94591,vallejo,hogan middle,94591,vallejo,0.9803921568627451
2581349,4,pine valley middle,94583,san ramon,pine valley middle,94583,san ramon,0.9850746268656716
2581896,4,gregory gardens,94523,pleasant hill,gregory gardens elementary,94523,pleasant hill,0.85
2582099,3,monta loma elementary,94043,mountain view,monta loma elementary,94043,mountain view,0.9876543209876543
2582099,4,monta loma elementary,94043,mountain view,monta loma elementary,94043,mountain view,0.9876543209876543
2584041,3,woodside priory private,94028,portola valley,woodside priory,94028,portola valley,0.8860759493670886
